Ground truth,w/o FEM,w/ FEM
0.057696511,0.07821476,0.077909887
0.059573326,0.085072989,0.079407774
0.061494598,0.084295229,0.080963008
0.063459861,0.087121525,0.08295503
0.065468632,0.087278366,0.084129093
0.067520407,0.077720088,0.086710534
0.069614655,0.080048082,0.090006441
0.071750821,0.083592934,0.093142577
0.073928319,0.091687741,0.09403497
0.076146533,0.090709373,0.094616377
0.078404812,0.098069175,0.096281866
0.080702471,0.109248599,0.097526436
0.083038788,0.102805671,0.098824825
0.085413003,0.10260853,0.098394602
0.087824316,0.101012449,0.100789515
0.090271888,0.103298213,0.102632525
0.092754838,0.100520898,0.103588228
0.095272243,0.10515579,0.106592507
0.097823141,0.116007915,0.108554399
0.100406523,0.108970128,0.110057065
0.103021341,0.11925954,0.111556782
0.105666506,0.133793109,0.113464634
0.108340884,0.138149639,0.114357933
0.111043304,0.136155108,0.115559502
0.113772551,0.147482779,0.117838062
0.116527375,0.154033335,0.120229029
0.119306485,0.148742654,0.123788354
0.122108554,0.150281992,0.126991463
0.124932224,0.14458104,0.128306613
0.127776099,0.142824128,0.131490744
0.130638755,0.139541004,0.13300363
0.13351874,0.136889832,0.133709031
0.136414573,0.141752322,0.134921682
0.139324754,0.139263842,0.13885072
0.142247759,0.124371725,0.141323733
0.145182046,0.118261465,0.144166741
0.148126063,0.124189908,0.146543748
0.151078243,0.114400214,0.148940478
0.154037015,0.132460301,0.148697843
0.157000802,0.138410998,0.150413462
0.159968031,0.138620019,0.152966395
0.162937132,0.132006666,0.156441146
0.165906547,0.129637902,0.158128032
0.16887473,0.126952037,0.16072402
0.171840157,0.125287475,0.163535783
0.174801327,0.149501415,0.165365884
0.17775677,0.159962865,0.168064637
0.18070505,0.163295802,0.171248965
0.183644773,0.163093034,0.174264098
0.186574591,0.161028659,0.178189145
0.189493211,0.145591204,0.180349947
0.192399398,0.128438015,0.181397907
0.195291983,0.137918676,0.186102791
0.198169868,0.154851039,0.188513638
0.201032036,0.158615748,0.189914373
0.203877555,0.152233975,0.190859981
0.206705587,0.15010787,0.192784996
0.209515393,0.145358147,0.193739809
0.212306342,0.136172437,0.194789503
0.215077918,0.141101706,0.196585131
0.217829728,0.130817397,0.197207339
0.220561507,0.123806194,0.198844036
0.223273131,0.122283648,0.201238698
0.225964619,0.134033274,0.202683393
0.228636143,0.126157881,0.204693521
0.231288038,0.130415464,0.205115609
0.233920806,0.138381359,0.206283993
0.236535124,0.131795177,0.206989214
0.239131856,0.138993886,0.208574101
0.241712055,0.141441685,0.209869223
0.244276971,0.141136016,0.212754813
0.246828063,0.147307419,0.216411629
0.249367,0.144677115,0.217250631
