Ground truth,w/o FEM,w/ FEM
0.632304035,0.592873975,0.638796088
0.634513429,0.596725772,0.640998048
0.636447345,0.587165296,0.638948972
0.63808198,0.597359789,0.63958333
0.639394685,0.645297677,0.641101568
0.640364075,0.673310973,0.644522734
0.640970132,0.644134275,0.644375943
0.641194294,0.620758631,0.645875399
0.641019545,0.631055745,0.64690691
0.640430493,0.645257285,0.645448452
0.639413437,0.62831221,0.645689984
0.637956431,0.611077594,0.639790975
0.636049333,0.61078464,0.634358039
0.633683846,0.612191744,0.63286246
0.63085355,0.592975153,0.62731928
0.627553923,0.569621335,0.620606979
0.623782351,0.56951977,0.616235372
0.619538128,0.565199106,0.61300721
0.614822444,0.529292166,0.605524839
0.609638369,0.568408772,0.595952792
0.60399082,0.551828561,0.588633713
0.597886517,0.538647879,0.579924538
0.591333941,0.545158758,0.579072028
0.584343267,0.549662164,0.578329664
0.576926304,0.561265662,0.57190843
0.569096414,0.571760077,0.563682333
0.560868431,0.576977246,0.554886294
0.552258573,0.552415647,0.545556049
0.543284343,0.544607839,0.537431826
0.53396443,0.550830759,0.526590629
0.524318602,0.535232127,0.518811041
0.514367596,0.531220155,0.511651366
0.504133004,0.516124293,0.504079261
0.493637159,0.53105228,0.490943447
0.482903014,0.527333282,0.477065502
0.471954029,0.525083114,0.46669208
0.46081405,0.522154653,0.454728144
0.44950719,0.482362688,0.441267339
0.438057714,0.443259152,0.423517323
0.426489927,0.448275819,0.413399473
0.414828061,0.460784177,0.401702456
0.403096165,0.440574933,0.387168985
0.391318006,0.439492489,0.378449688
0.379516966,0.440627974,0.367428604
0.36771595,0.37009314,0.35455686
0.355937296,0.351966248,0.342250022
0.344202693,0.366318379,0.330767727
0.332533107,0.35930683,0.316345967
0.320948706,0.339083536,0.302884322
0.309468801,0.347181792,0.291667395
0.298111788,0.326287359,0.28149606
0.286895102,0.286178297,0.27579128
0.275835169,0.283572142,0.268549982
0.264947377,0.249007045,0.255664316
0.254246044,0.214885388,0.248275088
0.243744398,0.189776016,0.236200123
0.233454565,0.165787272,0.222517342
0.223387558,0.168720463,0.210973418
0.213553276,0.156361912,0.206753946
0.203960511,0.116536909,0.197825303
0.194616956,0.089188781,0.190045292
0.185529221,0.095881665,0.181068138
0.176702856,0.044457631,0.17329597
0.168142373,0.062266084,0.158321116
0.15985128,0.039980924,0.149423679
0.15183211,0.004517386,0.142840686
0.144086462,-0.008514716,0.138301124
0.13661504,0.002952889,0.12862381
0.129417695,-0.003568672,0.121650548
0.122493471,-0.023540608,0.11573255
0.115840652,0.027230011,0.107899662
0.10945681,0.037672485,0.103549623
0.103338854,0.025492816,0.100782538
0.097483081,0.001113737,0.09640421
0.091885225,-0.018866731,0.095335642
0.08654051,-0.057074657,0.088825226
0.081443694,-0.069309708,0.079629042
0.076589127,-0.040687064,0.081812372
0.071970792,-0.034007392,0.07646565
0.067582356,-0.051285693,0.074107311
0.063417213,-0.090756776,0.070539998
0.059468533,-0.097194193,0.069798735
0.055729299,-0.104491488,0.066704373
0.052192352,-0.138257812,0.063340589
0.048850428,-0.123426611,0.062412018
0.045696194,-0.149510458,0.057901844
0.042722282,-0.158844732,0.05671634
0.039921324,-0.158055667,0.057390087
0.037285977,-0.13671464,0.055389293
0.034808954,-0.16191852,0.055255571
0.03248305,-0.151438611,0.050665794
0.03030116,-0.142362042,0.047712118
0.028256305,-0.166027544,0.043679843
0.026341647,-0.14569762,0.04241426
0.024550506,-0.114854849,0.040380831
0.022876375,-0.104838835,0.042914357
0.021312931,-0.095279582,0.047692844
0.019854046,-0.096049157,0.044303558
